state_cd,state_abbrv,cd_pop,is_redistricted,pct_age_18_22,pct_age_23_27,pct_age_28_32,pct_age_33_37,pct_age_38_42,pct_age_43_47,pct_age_48_52,pct_age_53_57,pct_age_58_62,pct_age_63_67,pct_age_68_72,pct_age_73_77,pct_age_78_82,pct_age_83_plus,pct_female,pct_male,pct_race_asian,pct_race_black,pct_race_native_american,pct_race_other_multi,pct_race_white,pct_hisp_hispanic,pct_hisp_not_hispanic,pct_educ_four_year,pct_educ_hs_grad,pct_educ_no_hs,pct_educ_post_grad,pct_educ_some_college,pct_educ_two_year,state_pres_dem_share,state_pres_rep_share,state_pres_other_share,state_pres_no_vote_share,dem_share,rep_share,other_share,no_vote_share,contestation,training_eligibility,is_imputed
CA-48,CA,523527.5548682797,TRUE,0.08274106535058945,0.08228106109220142,0.08984523078459228,0.0905925609473708,0.08305816418175702,0.07529677008659115,0.07417933498199349,0.0749295011419101,0.08385577050239001,0.07797692424269334,0.0642252906652161,0.05063356750304787,0.03225754663301766,0.038127211886629306,0.49738668867621405,0.502613311323786,0.07823327617601042,0.04625115268870172,0.012490656352633139,0.3048385503931729,0.5581863643894818,0.31917143088241107,0.6808285691175889,0.20381317338420887,0.23931055592082157,0.09027950955439375,0.11210420680237461,0.262363302342242,0.09212925199595917,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.44713353065671524,0.2646034558794718,0,0.39200232351641784,TRUE,prediction_set,TRUE
CA-49,CA,535089.9105404087,TRUE,0.0900211522741715,0.08115886067620641,0.07805543413699324,0.07938268191800689,0.08075660725511888,0.07660230059968147,0.08479543089139045,0.08496529576224593,0.08412051968363733,0.07843025304245148,0.06313641732803785,0.05288330490469964,0.0319084469009362,0.0337832946264226,0.4892072519547214,0.5107927480452785,0.12579454930072168,0.02639876764529399,0.007678357620863046,0.19254904840143805,0.6475792770316833,0.1775073535424555,0.8224926464575445,0.3044879253809079,0.166015924498844,0.04861448326621243,0.20708685184429498,0.19844514851925985,0.07534966649048083,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.4322609777451291,0.20171777215277142,2.607951984735072e-5,0.33757894868635885,TRUE,prediction_set,TRUE
CA-5,CA,539906.5934073986,TRUE,0.07922863244624746,0.08266509051262635,0.08399989306583008,0.08923581819898713,0.08312243833064466,0.07175666457148197,0.07081796251132441,0.07320812060540909,0.08545196289355643,0.08028231261588172,0.07299539243529275,0.05564514041709399,0.03316366277968975,0.038426908615933966,0.5112246604106047,0.4887753395893952,0.056386128318090506,0.028552331758650042,0.017323134706033822,0.27886969542084433,0.6188687097963813,0.29255931977129507,0.707440680228705,0.16730345455997628,0.2711876385360918,0.1039174883280459,0.08665134737509657,0.27575041618822543,0.0951896550125641,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.3389560625371203,0,0.023528107713434825,0.39200232351641784,TRUE,prediction_set,TRUE
CA-50,CA,554224.5604722811,TRUE,0.09780508282014082,0.10308433114652024,0.1081314302100706,0.09230356357233084,0.08008644215889354,0.07084601917729703,0.06765924085907984,0.06925726179796349,0.0735484888812348,0.06829181015036281,0.05801258435739336,0.04654070738291764,0.029725102593204062,0.03470793489259085,0.4935139314358011,0.506486068564199,0.13381943973082508,0.03404070537648745,0.006961418040922971,0.18805120531400604,0.6371272315377584,0.1793156173623368,0.8206843826376631,0.3061749536222063,0.15776427750329816,0.049742481031923955,0.2003597612895497,0.21110857046670278,0.0748499560863191,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.409903948898662,0.17638971904950168,0,0.33757894868635885,TRUE,prediction_set,TRUE
CA-51,CA,555512.2137715238,TRUE,0.08491888438430546,0.0960991879212419,0.11275003928690205,0.10355679578730177,0.08938061800822096,0.07253840769900177,0.06764878484484646,0.068760918768603893,0.07624250161582684,0.07106062652982102,0.05679065718744495,0.04200036970205585,0.02677528006276092,0.031476928201666116,0.4986442181451948,0.5013557818548052,0.08673045984978245,0.06767970819610244,0.009605294935672946,0.24031734631222273,0.5956671907062193,0.2549763088042578,0.7450236911957422,0.23724764839407853,0.21084635878936883,0.0796462331969462,0.13536681622973146,0.25010563125437824,0.08678731213549665,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.44713353065671524,0.23100798770610237,2.607951984735072e-5,0.39969295998850185,TRUE,prediction_set,TRUE
CA-52,CA,505989.72636769037,TRUE,0.0979462263755854,0.10091616910545693,0.10804725619184768,0.10177092077749852,0.09135164911607975,0.07399025340553762,0.0739120560102122,0.07337849980937554,0.07097066178971857,0.06322454010446846,0.05391370067761116,0.03726581647908701,0.02358523559125984,0.029727014566261402,0.49496809320884816,0.5050319067911518,0.14779494821449418,0.07908764271098426,0.012140768445906685,0.42648087910524085,0.33449576152337407,0.4881708591535203,0.5118291408464797,0.193142270131126,0.24907226213200861,0.11454694870391559,0.09167275340274184,0.2632641885411509,0.088301577089057,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.2888156301482968,0.19093532808842473,9.664378733188926e-5,0.7900141434524242,TRUE,prediction_set,TRUE
CA-6,CA,544416.7040197325,TRUE,0.08314874342021569,0.08710846250687602,0.09393810019295042,0.09263938949861027,0.08947923473791793,0.07754317914973001,0.07754303181061273,0.07815718031421098,0.07777686312160767,0.07039376666046997,0.06168536600746244,0.04533838437813055,0.029050214548151397,0.03619808365305404,0.5155491737348654,0.4844508262651346,0.1160954211817241,0.06853471383517021,0.007582571389286095,0.2032702574967092,0.6045170360971103,0.18038339990442517,0.8196166000955748,0.2269505019417473,0.22521814945261617,0.07124998994092858,0.11642803249990942,0.2594476886723884,0.10070563749241013,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.44713353065671524,0,0,0.449033232783414,TRUE,prediction_set,TRUE
CA-7,CA,543496.1549375607,TRUE,0.07752661338829361,0.07400124404020048,0.09026288402488748,0.0884402190099292,0.08964125180959952,0.078271473445868045,0.07573025980880373,0.07833405866693692,0.08662191177861892,0.07894806545489202,0.06858303299243942,0.048582698815213474,0.029830778981001806,0.035225507783315166,0.5152254956795643,0.4847745043204356,0.20018545550773187,0.08765834895697583,0.00794069379961411,0.2123309898564192,0.4918845118792589,0.19520559028210116,0.8047944097178987,0.22617765847004803,0.22061397987826042,0.08654938178513291,0.11648411275479223,0.2519197281670335,0.09825513894473305,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.44713353065671524,0.229344754115653,0,0.4479255282377699,TRUE,prediction_set,TRUE
CA-8,CA,519911.4099221896,TRUE,0.08331710324891205,0.07912652516983344,0.0895274094176124,0.08951845760441995,0.08626998233397157,0.069997122375668,0.07334646926540259,0.07654863238200463,0.08344732619393992,0.08418857600414437,0.06824160679396599,0.05085150140585482,0.032579949418181854,0.03303933838608835,0.5104354240855838,0.48956457591441616,0.18158053392578719,0.14262603165081408,0.009888117036357273,0.25014431721886093,0.4157610001681805,0.23923656873788035,0.7607634312621196,0.20467858822909704,0.24155857310221499,0.09010092828131688,0.10632439467998493,0.25959468486521636,0.0977428308421699,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.39290446850248084,0.19998238678851,2.607951984735072e-5,0.5298669217782548,TRUE,prediction_set,TRUE
CA-9,CA,499007.128956877,TRUE,0.09743548696125796,0.09062054830839687,0.09527005409952023,0.0857919073955908,0.08436994346267081,0.07997639271715207,0.08003423312122553,0.08081530708031133,0.07905897977955957,0.07056528750055302,0.06098050453918072,0.0411582814305312,0.026564479774815426,0.02735859382923449,0.5137925850691342,0.48620741493086594,0.19635966731118487,0.11011414421356372,0.011976636505446883,0.3224981223286013,0.35905142964120323,0.32229163670075994,0.67770836329924,0.16295525319494783,0.2943922799910332,0.12753388951885203,0.06696976056814587,0.2506656076620181,0.09748320906500305,0.3550290583533498,0.23276600840716768,0.019427438279393056,0.39277749496008946,0.36856968886307284,0.19093532808842473,2.607951984735072e-5,0.5298669217782548,TRUE,prediction_set,TRUE
FL-10,FL,541406.1523967016,TRUE,0.09912926055895072,0.10177218601870464,0.1122839015925144,0.09092821544639797,0.07938998403111473,0.07990430983667479,0.07103309184343404,0.07814477234133559,0.07365797183002995,0.06526677822527913,0.053787538022063215,0.03949367846199237,0.024995801157598984,0.030212510633909548,0.5207884234474232,0.4792115765525769,0.04135151135371537,0.23020916326931348,0.0021321466924847693,0.25592967875701755,0.4703774999274687,0.27565879965282086,0.724341200347179,0.21529848442244828,0.2548746098134966,0.09600894214182602,0.11964726055389574,0.20003812798324516,0.11413257508508833,0.2892374107242284,0.3773782604799227,0.0062126555256095325,0.3271716732702394,0,0,0,0.44558974631292997,FALSE,prediction_set,TRUE
FL-11,FL,604592.0518318623,TRUE,0.0531264382934755,0.06640730130904123,0.07052403636450108,0.06951902786433983,0.07438459115070867,0.07258207373984868,0.0701731281460731,0.07618799921977795,0.07937454166908382,0.08475051381027424,0.09590003919339346,0.08448833291116291,0.055434595929027615,0.04714738039929189,0.5152149117186918,0.48478508828130806,0.038817922981871325,0.12460544579369182,0.002112095233635603,0.17369191971569103,0.6607726162751103,0.17342933516624215,0.826570664833758,0.22469263579285714,0.26395173329264865,0.07229534789817761,0.12304402781531852,0.19810376857134346,0.11791248662965474,0.2892374107242284,0.3773782604799227,0.0062126555256095325,0.3271716732702394,0.27368267093237975,0.44184133998959274,0,0.32410312424178855,TRUE,prediction_set,TRUE
FL-12,FL,587047.7502002345,TRUE,0.0694820293293218,0.07705570797942511,0.084594803207055,0.08260411072090125,0.08234312521954203,0.0777124206423549,0.08084966050665654,0.08092326519066101,0.08416794385583169,0.08060830340001608,0.06697636133537113,0.05828134088148579,0.0374519707729897,0.036948956958387826,0.5177932778619545,0.4822067221380456,0.03121686883612759,0.1031006320227489,0.0030545331486965493,0.20193337346087167,0.6606945925315553,0.22276815505872596,0.7772318449412741,0.20880401039676313,0.29936735236438666,0.08494051528853178,0.11255158396224385,0.19695693746581436,0.0973796005222601,0.2892374107242284,0.3773782604799227,0.0062126555256095325,0.3271716732702394,0.27495198360729395,0.3942366683123456,0,0.30872898115138325,TRUE,prediction_set,TRUE
FL-13,FL,615705.0579382861,TRUE,0.05211037114749119,0.06381624961269412,0.0727429866979046,0.06928707177233437,0.06654370471743669,0.06291520845976625,0.0729922524944226,0.0824635956130683,0.09860961725325945,0.09402332747510504,0.08297294205378136,0.07389337358983944,0.04935221231208731,0.0582770868008092,0.5213821400639995,0.47861785993600037,0.030472401059537975,0.07208809464725578,0.0023117721163987554,0.10377219398169783,0.7913555381951097,0.09583509063049711,0.9041649093695029,0.21389344892419848,0.28291517966852053,0.07430426309256252,0.11627867608341305,0.20997482185520946,0.10263361037609614,0.2892374107242284,0.3773782604799227,0.0062126555256095325,0.3271716732702394,0.23499900482691502,0.4356740097855641,0,0.33967924010058664,TRUE,prediction_set,TRUE
FL-14,FL,574339.4753784387,TRUE,0.07178370823944391,0.08185045514930438,0.09499409405380038,0.08897847375817271,0.08691430269666868,0.0809474540599055,0.08396137177112163,0.08084934576454136,0.08373410061301631,0.06984134709611448,0.06404679891486494,0.050694971578244194,0.029914251559863464,0.03148932474493799,0.5187775776633026,0.48122242233669754,0.029547014822801154,0.14164328757677128,0.0021369524828058566,0.2059866804118837,0.6206860647057381,0.22141607822127957,0.7785839217787204,0.22717641861104246,0.2610493682020274,0.08116354269529867,0.13644249960258617,0.1967387883206729,0.09742938256837237,0.2892374107242284,0.3773782604799227,0.0062126555256095325,0.3271716732702394,0.2994012867042423,0.517047704006434,0,0.44558974631292997,TRUE,prediction_set,TRUE
